"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Curacao","CUW","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6028.548","5254.811","","","",
"Cayman Islands","CYM","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","11.001","11.001","11.001","18.335","14.668","22.002","44.004","36.67","44.004","55.005","58.672","55.005","58.672","69.673","73.34","95.342","95.342","165.015","157.681","165.015","172.349","187.017","194.351","205.352","216.353","227.354","260.357","253.023","275.025","311.695","333.697","366.7","366.7","388.702","407.037","432.706","432.706","469.376","473.043","491.378","498.712","462.042","480.377","484.044","583.053","594.054","561.051","564.718","594.054","542.716","539.049","","","",
"Cyprus","CYP","CO2 emissions (kt)","EN.ATM.CO2E.KT","887.414","865.412","905.749","986.423","1001.091","1151.438","1243.113","1364.124","1624.481","1672.152","1705.155","1884.838","2405.552","2500.894","1925.175","1980.18","2464.224","2669.576","2808.922","3003.273","3208.625","3047.277","3102.282","3098.615","3182.956","3102.282","3545.989","4121.708","4129.042","4341.728","4374.731","4690.093","5181.471","5449.162","5643.513","5383.156","5936.873","5859.866","6406.249","6376.913","6930.63","6846.289","7022.305","7748.371","7334","7502.682","7788.708","8195.745","8577.113","8111.404","7708.034","7425.675","6919.629","5947.874","","","",
"Czech Republic","CZE","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138176.227","132631.723","125734.096","123830.923","125378.397","127413.582","122543.806","111975.512","123849.258","123720.913","119749.552","122059.762","116775.615","120108.918","122107.433","123302.875","116698.608","107655.786","111579.476","106907.718","101036.851","98660.635","","","",
"Germany","DEU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","929973.202","891975.748","877645.112","865558.68","864110.215","889614.2","862276.715","855364.42","822460.429","829977.779","853662.932","829724.756","822812.461","816802.248","797180.131","816472.218","780546.619","780564.954","721940.625","758537.285","732120.217","739300.203","757312.507","","","",
"Djibouti","DJI","CO2 emissions (kt)","EN.ATM.CO2E.KT","40.337","44.004","47.671","66.006","84.341","121.011","139.346","88.008","121.011","84.341","139.346","161.348","190.684","179.683","194.351","198.018","198.018","198.018","201.685","363.033","348.365","300.694","348.365","348.365","352.032","359.366","377.701","388.702","348.365","388.702","322.696","311.695","311.695","311.695","304.361","304.361","311.695","326.363","315.362","315.362","341.031","366.7","399.703","421.705","407.037","414.371","410.704","462.042","498.712","462.042","517.047","473.043","517.047","608.722","","","",
"Dominica","DMA","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","14.668","14.668","14.668","14.668","22.002","22.002","18.335","25.669","25.669","25.669","25.669","29.336","29.336","29.336","25.669","25.669","33.003","36.67","36.67","40.337","40.337","44.004","47.671","47.671","47.671","55.005","58.672","58.672","58.672","58.672","62.339","66.006","80.674","73.34","80.674","77.007","80.674","102.676","110.01","102.676","117.344","113.677","117.344","113.677","154.014","132.012","132.012","139.346","128.345","135.679","132.012","","","",
"Denmark","DNK","CO2 emissions (kt)","EN.ATM.CO2E.KT","29779.707","31734.218","36926.69","40707.367","43189.926","44337.697","50127.89","49075.461","53325.514","59401.733","62100.645","57062.187","59643.755","59266.054","55078.34","55778.737","60135.133","61847.622","61117.889","62999.06","60369.821","51789.041","53695.881","50175.561","50861.29","60072.794","58903.021","58341.97","55107.676","48785.768","50230.566","60270.812","54322.938","57065.854","61000.545","57172.197","72181.228","61557.929","59552.08","55148.013","51330.666","52918.477","52049.398","55998.757","50600.933","47095.281","54986.665","50256.235","46933.933","44510.046","46640.573","40645.028","36405.976","38067.127","","","",
"Dominican Republic","DOM","CO2 emissions (kt)","EN.ATM.CO2E.KT","1041.428","1030.427","1243.113","1250.447","1749.159","1547.474","1672.152","1569.476","2350.547","2654.908","3109.616","3523.987","4675.425","5966.209","6417.25","6340.243","6332.909","5614.177","5449.162","6809.619","6457.587","6167.894","6340.243","7913.386","7444.01","7293.663","8181.077","9754.22","9834.894","10366.609","9229.839","10043.913","10923.993","11763.736","12475.134","15885.444","17326.575","18001.303","18397.339","18562.354","19790.799","19816.468","21330.939","21514.289","18309.331","18639.361","19783.465","21173.258","21433.615","20560.869","21649.968","22082.674","22746.401","22071.673","","","",
"Algeria","DZA","CO2 emissions (kt)","EN.ATM.CO2E.KT","6160.56","6065.218","5669.182","5427.16","5650.847","6596.933","8430.433","8441.434","9061.157","11276.025","15075.037","18668.697","28349.577","38312.816","31906.567","32031.245","39170.894","41891.808","62529.684","45621.147","66519.38","46438.888","39269.903","52625.117","71103.13","72786.283","76277.267","84120.98","83948.631","80046.943","77942.085","80193.623","80890.353","82294.814","86500.863","95345.667","97131.496","88195.017","107080.067","92118.707","87930.993","84293.329","90853.592","92533.078","89493.135","107127.738","101165.196","109496.62","110299.693","121432.705","119177.5","121187.016","129987.816","134215.867","","","",
"East Asia & Pacific (excluding high income)","EAP","CO2 emissions (kt)","EN.ATM.CO2E.KT","852802.5990532","623031.323186112","509630.434654102","506660.185478568","513531.488029867","558540.407203532","616284.701456095","535192.219558888","584692.193461802","705617.720169059","914616.3488034","1029398.43374651","1091269.16747301","1143771.07453669","1160774.17354178","1328944.05380671","1392363.23087519","1535501.18451813","1706630.22934283","1749074.69912284","1725490.71591437","1714603.22366615","1851115.62647084","1952661.49861576","2104274.94622424","2275322.10221836","2388458.96611062","2546802.18670536","2732555.83222862","2785228.96139261","2883134.50279607","3064898.60053466","3222692.00653945","3457485.67650341","3667891.77313821","3996882.07287037","4202229.7580042","4259614.25403835","4011939.02110955","4049135.84073663","4197329.02629618","4342287.70580121","4580728.01097063","5473196.54267644","6301439.28797263","6833819.49772423","7463359.82000996","7886713.14522664","8352942.33516304","8854372.12597566","10054162.9158782","11161439.8231988","11504465.0765128","11641035.6336367","","","",
"Early-demographic dividend","EAR","CO2 emissions (kt)","EN.ATM.CO2E.KT","581906.773505756","605854.963112135","640886.1623803","671550.516227187","716343.112262568","767931.13093114","807056.875426968","877147.023937123","971582.08013357","1021145.22076601","1097928.28675437","1171302.8074175","1224324.10911217","1347308.5883086","1399283.13984946","1430288.34263657","1554836.95109885","1666109.72347709","1749047.09991855","1847737.4925375","1937100.89758842","2011242.93631082","2101819.88993007","2157677.7968896","2233884.79444574","2353348.05652643","2472075.48439586","2572303.0385347","2699063.00216594","2826111.9059325","2888076.08108507","3079232.21716597","3178044.44099835","3322613.062788","3446271.18051246","3492509.07406293","3679606.72631359","3761762.99623288","3866269.35285326","4067469.12377534","4219065.88109391","4273085.22453389","4347205.47121627","4564790.41271935","4800620.22515815","4966841.49","5239281.255","5505116.753","5885711.016","6112973.341","6185381.923","6500369.889","6875790.015","6705314.852","","","",
"East Asia & Pacific","EAS","CO2 emissions (kt)","EN.ATM.CO2E.KT","1210055.79592038","1041166.71311337","948542.597285641","991781.48469825","1045987.75712041","1134616.17735589","1230368.15677749","1241540.46489862","1376895.55256657","1608528.77043939","1971505.64270352","2127003.45867099","2264116.34767735","2412729.07516361","2433976.92487673","2570108.34618673","2701913.9023294","2903540.70002546","3081097.46542492","3202999.45696365","3193755.14235951","3161300.04264954","3279883.56227909","3379263.64792527","3613856.64926374","3782609.8346095","3912956.15198854","4093890.64772413","4421167.53246348","4558958.18972806","4725004.00569256","4934513.74293452","5164419.28217036","5451356.77254178","5761867.76567169","6127007.06448703","6418651.84818226","6534112.01291061","6188717.08767561","6313288.5252295","6547424.87056597","6681614.27953522","6976814.8392698","7884929.14820819","8770414.97007888","9267170.60140197","9917248.99669709","10398708.665778","10850801.5545923","11239425.3703425","12570254.7835394","13721934.3655825","14104747.9165386","14264636.5731757","","","",
"Europe & Central Asia (excluding high income)","ECA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3781740.82805623","3475177.15298047","3040803.41180852","2950561.63426426","2885460.24238109","2701868.77545184","2667071.39625189","2670770.934684","2711967.61669818","2714057.03212846","2731487.54974126","2849243.70825628","2878791.33757585","2899378.44516665","3009655.62912777","3052676.43089786","3060962.38135836","2784825.27399397","3035733.40758373","3185740.3439915","3250106.19508533","3164057.24258687","","","",
"Europe & Central Asia","ECS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7646448.33562034","7277342.46123582","6813482.61811545","6763680.88575869","6810888.41640467","6555757.49546743","6544726.48775748","6491973.83981301","6548091.31527706","6631834.4318617","6618449.15539217","6809259.67701125","6849937.44336181","6850544.5189539","6985052.42546033","6960373.53109772","6902912.35651515","6339301.54870782","6700764.61261495","6683789.53369008","6684872.73686613","6551554.29308416","","","",
"Ecuador","ECU","CO2 emissions (kt)","EN.ATM.CO2E.KT","1763.827","1646.483","1565.809","1796.83","2145.195","2277.207","2420.22","2592.569","3116.95","3593.66","4283.056","4224.384","4594.751","5262.145","6090.887","7363.336","8111.404","7484.347","10425.281","12167.106","13443.222","16692.184","19288.42","19556.111","21257.599","19431.433","15276.722","15115.374","17271.57","20267.509","16827.863","16497.833","22280.692","24205.867","13652.241","22841.743","24191.199","18360.669","22460.375","21495.954","20718.55","23116.768","24950.268","26967.118","29046.307","30263.751","28859.29","31888.232","33868.412","35969.603","38074.461","39640.27","40472.679","43527.29","","","",
"Egypt, Arab Rep.","EGY","CO2 emissions (kt)","EN.ATM.CO2E.KT","16054.126","17088.22","18595.357","21554.626","25522.32","27641.846","26563.748","19677.122","22904.082","19695.457","21686.638","23047.095","25511.319","23795.163","26123.708","31099.827","34495.469","37865.442","39313.907","42947.904","45239.779","50978.634","56523.138","57091.523","63838.803","63937.812","74564.778","74810.467","74531.775","72181.228","75943.57","78715.822","81264.387","93156.468","85312.755","95723.368","102030.608","108202.169","122243.112","125393.065","141326.18","125451.737","127193.562","147963.45","150911.718","167207.866","178586.567","189092.522","198586.385","206734.459","202715.427","217163.407","217068.065","213012.363","","","",
"Euro area","EMU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2648312.32887573","2580020.526","2526511.662","2513952.187","2557585.82","2623555.15","2590478.81","2638564.181","2608854.147","2628567.939","2693290.489","2691930.032","2733854.843","2758537.42","2739454.352","2739630.368","2699311.703","2638523.844","2440062.137","2491106.777","2399882.818","2347342.042","2301005.83","","","",
"Eritrea","ERI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865.412","935.085","1012.092","865.412","590.387","619.723","608.722","630.724","605.055","726.066","770.07","766.403","561.051","579.386","414.371","513.38","513.38","594.054","660.06","667.394","","","",
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","48928.781","53677.546","60054.459","58822.347","64410.855","71117.798","77729.399","86519.198","97157.165","96882.14","116929.629","128682.364","145026.183","155367.123","173152.073","181644.845","198443.372","195663.786","200493.225","203745.854","215003.544","207288.176","209906.414","204867.956","198953.085","201233.959","190467.647","190878.351","199033.759","226671.938","218597.204","225634.177","233921.597","219253.597","233404.55","241611.296","233305.541","252073.247","261541.441","282355.333","294434.431","297830.073","314518.59","321097.188","339428.521","353462.13","350037.152","358236.564","329285.599","288237.201","270910.626","270547.593","264779.402","236968.874","","","",
"Estonia","EST","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23879.504","19508.44","19042.731","17520.926","18349.668","18107.646","16310.816","15159.378","14858.684","15570.082","14888.02","17124.89","17282.571","16754.523","16175.137","18709.034","17491.59","14565.324","18107.646","18606.358","17623.602","19915.477","","","",
"Ethiopia","ETH","CO2 emissions (kt)","EN.ATM.CO2E.KT","352.032","341.031","396.036","421.705","407.037","645.392","825.075","1074.431","1727.157","1668.485","1653.817","1851.835","1408.128","1752.826","1738.158","1210.11","1177.107","1048.762","1371.458","1848.168","1822.499","1866.503","1481.468","1844.501","1664.818","1815.165","2214.868","2581.568","2673.243","2827.257","3017.941","2984.938","2966.603","3028.942","2240.537","2563.233","2860.26","3050.944","3219.626","3157.287","3549.656","4352.729","4521.411","4987.12","5295.148","5119.132","5504.167","6013.88","6578.598","6629.936","6585.932","7726.369","8562.445","10634.3","","","",
"European Union","EUU","CO2 emissions (kt)","EN.ATM.CO2E.KT","2360289.22085631","2446665.4087729","2588017.23695645","2764474.49289459","2880437.75979795","2977881.82236187","3066970.41899484","3136417.4352678","3318174.80019197","3521636.63103251","3754545.24385724","3847873.92767905","4000672.95203538","4205132.45044976","4144087.66577526","4066513.81572372","4332844.29227218","4317177.79365168","4458872.57006374","4649011.38184525","4519688.7225859","4267268.43403315","4173144.73386343","4113196.3442831","4085630.58137042","4190744.21340825","4180803.91096678","4260243.19153401","4204233.51039625","4324545.98437933","4082169.92197366","4110717.76390434","3989167.952","3934448.978","3881493.831","3938603.689","4046534.5","3954382.79","3961584.778","3886282.933","3903635.177","3988771.916","3964195.682","4039479.192","4047748.277","4028456.19","4059167.315","3997514.044","3910199.107","3598225.415","3705287.147","3566139.165","3488270.42","3411318.425","","","",
"Fragile and conflict affected situations","FCS","CO2 emissions (kt)","EN.ATM.CO2E.KT","34829.49798846","35393.9745734518","37354.0839248297","37861.7174504694","39836.3258256274","52805.9387757267","65980.8152367596","72781.1193304664","99955.7274723948","107311.003280848","105961.585755266","106242.872788768","98822.9769861317","103950.763583343","102244.035501691","104790.823507719","132790.28686951","129966.013006109","130779.464697587","157722.201095683","150541.779389136","143057.263592317","143509.603551597","158657.290423269","164343.849911355","174333.340776789","182182.769481934","194065.246059311","218077.275662411","221673.188279877","198029.872761232","203376.79333262","218220.483277072","223616.806810385","243982.227806882","245439.957061447","240816.658888475","241672.404496248","252797.331144104","257679.601942008","258911.506183584","273694.166425652","266687.487157856","291987.708475211","321692.559170815","324626.46469845","314052.337321216","290528.297884987","330788.420523843","350594.168378777","365618.178175817","367620.62526473","397600.765296474","416605.718840566","","","",
"Finland","FIN","CO2 emissions (kt)","EN.ATM.CO2E.KT","15104.373","14939.358","16809.528","19358.093","22852.744","25327.969","29519.35","28617.268","33314.695","37935.115","40395.672","40582.689","44161.681","49387.156","46680.91","46101.524","51279.328","50219.565","51913.719","54333.939","58246.628","51510.349","43083.583","41576.446","42254.841","49665.848","53329.181","57656.241","52185.077","52584.78","51745.037","53699.548","47472.982","50402.915","57223.535","52713.125","61282.904","59933.448","56988.847","55423.038","52427.099","57051.186","61682.607","69130.284","67091.432","54645.634","66200.351","63985.483","56519.471","53149.498","61909.961","56636.815","48826.105","46299.542","","","",
"Fiji","FJI","CO2 emissions (kt)","EN.ATM.CO2E.KT","194.351","168.682","231.021","242.022","425.372","344.698","322.696","355.699","396.036","432.706","520.714","550.05","579.386","630.724","671.061","623.39","484.044","766.403","711.398","839.743","795.739","1081.765","839.743","715.065","583.053","579.386","605.055","476.71","553.717","630.724","817.741","674.728","722.399","762.736","817.741","869.079","894.748","737.067","704.064","803.073","865.412","1114.768","836.076","861.745","1133.103","1364.124","1360.457","1202.776","502.379","1067.097","1598.812","1591.478","1595.145","1708.822","","","",
"France","FRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","271218.654","281211.229","298706.486","334019.696","345303.055","351852.317","347235.564","372009.816","384631.63","413259.899","439013.24","462434.369","480729.032","516599.626","499071.366","446919.292","505602.293","480857.377","505858.983","529155.434","505363.938","454700.666","436893.714","422603.415","405342.846","400880.107","385614.386","377491.981","372207.834","390649.177","375632.812","390627.175","365819.92","359861.045","338093.733","349116.735","375280.78","351507.619","377381.971","368804.858","362090.581","377389.305","374917.747","380520.923","383579.201","385170.679","375552.138","368914.868","366069.276","351632.297","352769.067","331537.137","332956.266","333190.954","","","",
"Faroe Islands","FRO","CO2 emissions (kt)","EN.ATM.CO2E.KT","58.672","113.677","117.344","124.678","121.011","135.679","139.346","168.682","183.35","212.686","256.69","260.357","234.688","253.023","300.694","348.365","330.03","407.037","399.703","480.377","421.705","440.04","458.375","487.711","498.712","517.047","491.378","498.712","528.048","579.386","616.056","590.387","597.721","663.727","579.386","682.062","601.388","590.387","623.39","630.724","689.396","762.736","733.4","748.068","766.403","722.399","678.395","689.396","630.724","575.719","630.724","568.385","590.387","594.054","","","",
"Micronesia, Fed. Sts.","FSM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.007","80.674","117.344","135.679","176.016","146.68","146.68","146.68","121.011","124.678","143.013","121.011","168.682","121.011","128.345","143.013","146.68","","","",
"Gabon","GAB","CO2 emissions (kt)","EN.ATM.CO2E.KT","132.012","165.015","88.008","73.34","190.684","216.353","381.368","1012.092","1961.845","1433.797","2082.856","2845.592","2739.249","5313.483","5452.829","5368.488","5709.519","6314.574","7561.354","6754.614","6633.603","6574.931","6556.596","5518.835","5995.545","6318.241","4968.785","4022.699","4334.394","5771.858","4499.409","4536.079","4932.115","4990.787","4389.399","4624.087","4774.434","4796.436","4979.786","4807.437","4693.76","4800.103","4572.749","4642.422","4686.426","4888.111","4173.046","4118.041","4165.712","4330.727","4536.079","4470.073","4580.083","4756.099","","","",
"United Kingdom","GBR","CO2 emissions (kt)","EN.ATM.CO2E.KT","584299.78","588938.535","593360.937","603822.888","608355.3","622619.93","618564.228","592517.527","606969.174","628857.497","653063.364","660863.073","648486.948","660034.331","617607.141","603643.205","598912.775","604746.972","605084.336","644893.288","579290.658","560819.979","548520.861","545741.275","529335.117","559855.558","568777.369","571868.65","570464.189","581721.879","555924.534","566830.192","556280.233","545711.939","546738.699","538117.582","551436.126","527343.936","531905.684","530937.596","541784.582","545862.286","528642.054","540006.087","539239.684","542580.321","541458.219","528425.701","520072.275","471400.184","493607.536","447935.051","467197.802","457472.918","","","",
"Georgia","GEO","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15335.394","9952.238","6083.553","2302.876","4066.703","4437.07","4961.451","4345.395","4536.079","3769.676","3388.308","3773.343","4323.393","5067.794","6149.559","6420.917","5166.803","5914.871","5555.505","6882.959","7356.002","7510.016","","","",
"Ghana","GHA","CO2 emissions (kt)","EN.ATM.CO2E.KT","1463.133","1345.789","1433.797","1723.49","1650.15","1705.155","1441.131","1496.136","1763.827","1690.487","2625.572","2295.542","2423.887","2475.225","2937.267","2746.583","2434.888","3003.273","2970.27","2658.575","2559.566","3047.277","3043.61","3655.999","2581.568","3325.969","3047.277","3285.632","3450.647","3344.304","3817.347","3934.691","3982.362","4547.08","4954.117","5276.813","5610.51","6365.912","6402.582","6549.262","6288.905","6919.629","7422.008","7631.027","7348.668","6992.969","9358.184","9827.56","9138.164","7708.034","9955.905","9831.227","11877.413","14620.329","","","",
"Gibraltar","GIB","CO2 emissions (kt)","EN.ATM.CO2E.KT","47.671","51.338","55.005","55.005","55.005","47.671","55.005","62.339","66.006","66.006","69.673","80.674","73.34","84.341","77.007","88.008","77.007","77.007","69.673","91.675","88.008","51.338","22.002","36.67","33.003","44.004","40.337","47.671","69.673","69.673","143.013","198.018","234.688","238.355","282.359","275.025","282.359","293.36","308.028","319.029","333.697","344.698","348.365","355.699","385.035","399.703","418.038","414.371","425.372","462.042","465.709","454.708","462.042","491.378","","","",
"Guinea","GIN","CO2 emissions (kt)","EN.ATM.CO2E.KT","410.704","616.056","660.06","696.73","700.397","696.73","718.732","726.066","748.068","748.068","792.072","814.074","832.409","803.073","839.743","843.41","887.414","902.082","902.082","946.086","964.421","990.09","982.756","953.42","979.089","993.757","997.424","993.757","1026.76","1045.095","1056.096","1074.431","1074.431","1103.767","1228.445","1250.447","1272.449","1279.783","1243.113","1272.449","1279.783","1298.118","1323.787","1342.122","1342.122","1180.774","1180.774","1210.11","2189.199","2258.872","2603.57","2779.586","2581.568","2299.209","","","",
"Gambia, The","GMB","CO2 emissions (kt)","EN.ATM.CO2E.KT","18.335","22.002","25.669","29.336","29.336","29.336","33.003","33.003","36.67","47.671","47.671","55.005","66.006","62.339","62.339","99.009","99.009","113.677","139.346","146.68","157.681","157.681","161.348","161.348","172.349","172.349","161.348","179.683","183.35","179.683","190.684","198.018","198.018","209.019","209.019","216.353","216.353","216.353","234.688","256.69","275.025","282.359","315.362","315.362","322.696","322.696","337.364","396.036","410.704","436.373","473.043","436.373","473.043","491.378","","","",
"Guinea-Bissau","GNB","CO2 emissions (kt)","EN.ATM.CO2E.KT","18.335","29.336","40.337","47.671","58.672","66.006","66.006","47.671","62.339","58.672","69.673","73.34","66.006","110.01","102.676","113.677","95.342","102.676","102.676","110.01","146.68","143.013","143.013","143.013","161.348","172.349","183.35","194.351","216.353","231.021","172.349","176.016","179.683","183.35","183.35","183.35","183.35","201.685","172.349","194.351","146.68","150.347","154.014","194.351","201.685","212.686","216.353","231.021","227.354","234.688","238.355","245.689","253.023","256.69","","","",
"Equatorial Guinea","GNQ","CO2 emissions (kt)","EN.ATM.CO2E.KT","22.002","22.002","22.002","25.669","25.669","29.336","25.669","25.669","29.336","44.004","36.67","66.006","88.008","29.336","51.338","62.339","62.339","62.339","69.673","62.339","58.672","69.673","73.34","62.339","80.674","66.006","80.674","99.009","106.343","117.344","121.011","201.685","216.353","102.676","36.67","132.012","117.344","293.36","168.682","473.043","454.708","3094.948","4979.786","6017.547","5218.141","4712.095","4756.099","4796.436","4503.076","4620.42","4679.092","6769.282","5830.53","5412.492","","","",
"Greece","GRC","CO2 emissions (kt)","EN.ATM.CO2E.KT","9405.855","9823.893","10164.924","12258.781","13223.202","17025.881","18650.362","19534.109","22321.029","25474.649","24165.53","27814.195","31572.87","37256.72","36218.959","38873.867","42911.234","46999.939","48081.704","51293.996","51429.675","50721.944","52148.407","55544.049","57054.853","60600.842","59130.375","63472.103","67989.847","74183.41","74278.752","74062.399","75499.863","75712.549","77909.082","78781.828","80241.294","83717.61","87751.31","86636.542","91616.328","93805.527","93669.848","95738.036","97149.831","98675.303","97285.51","98246.264","95965.39","91942.691","83490.256","80725.338","79969.936","69155.953","","","",
"Grenada","GRD","CO2 emissions (kt)","EN.ATM.CO2E.KT","22.002","18.335","25.669","14.668","22.002","22.002","29.336","36.67","40.337","47.671","44.004","47.671","47.671","55.005","36.67","47.671","47.671","47.671","51.338","47.671","47.671","58.672","62.339","62.339","62.339","62.339","66.006","73.34","95.342","102.676","106.343","110.01","117.344","121.011","143.013","150.347","154.014","168.682","176.016","194.351","190.684","194.351","205.352","216.353","205.352","216.353","231.021","238.355","253.023","253.023","260.357","253.023","271.358","304.361","","","",
"Greenland","GRL","CO2 emissions (kt)","EN.ATM.CO2E.KT","223.687","293.36","264.024","330.03","315.362","344.698","388.702","418.038","542.716","407.037","381.368","469.376","553.717","557.384","557.384","506.046","220.02","722.399","392.369","572.052","564.718","528.048","517.047","363.033","568.385","509.713","326.363","234.688","546.383","473.043","553.717","546.383","480.377","498.712","502.379","502.379","517.047","520.714","528.048","539.049","531.715","539.049","539.049","531.715","583.053","608.722","627.057","638.058","660.06","575.719","663.727","707.731","568.385","568.385","","","",
"Guatemala","GTM","CO2 emissions (kt)","EN.ATM.CO2E.KT","1345.789","1408.128","1382.459","1521.805","1771.161","1976.513","1741.825","1983.847","2141.528","2280.874","2299.209","2442.222","2709.913","2937.267","3069.279","3523.987","3311.301","3813.68","4129.042","4693.76","4510.41","3967.694","3626.663","3179.289","3421.311","3523.987","3700.003","3993.363","4125.375","4246.386","5086.129","5053.126","6017.547","5658.181","6838.955","7165.318","6651.938","7598.024","8753.129","8929.145","9915.568","10626.966","11096.342","10828.651","11620.723","12570.476","12647.483","12625.481","11430.039","11851.744","11664.727","11837.076","11972.755","13597.236","","","",
"Guam","GUM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","CO2 emissions (kt)","EN.ATM.CO2E.KT","660.06","737.067","678.395","616.056","649.059","1078.098","1180.774","1323.787","1331.121","1367.791","1580.477","1499.803","1562.142","1804.164","1554.808","1826.166","1752.826","1899.506","2057.187","1521.805","1789.496","1800.497","1404.461","1246.78","1404.461","1419.129","1045.095","1309.119","1404.461","1184.441","1133.103","1114.768","1045.095","1045.095","1386.126","1463.133","1518.138","1591.478","1657.484","1679.486","1609.813","1595.145","1580.477","1565.809","1628.148","1437.464","1290.784","1562.142","1558.475","1565.809","1719.823","1782.162","1994.848","1936.176","","","",
"High income","HIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","5704026.12502435","5828771.69581561","6099862.31334231","6442268.63566322","6770857.59904664","7069642.40418267","7379456.16489788","7707659.70603691","8117737.07146263","8641559.24082761","9395503.39314068","9585165.40281885","10067160.2376803","10593262.7070666","10345491.9388543","10012383.9104161","10557330.5826722","10780636.2289316","11061260.5118147","11359693.2419025","11122300.4998198","10672127.5178601","10271850.9392408","10246489.2540838","10522868.1669091","10641648.4628166","10678559.0283333","10971889.3476898","11373628.0881213","11668383.0564916","11466402.2144159","11582298.2304514","11710879.3079963","11882787.2551141","12044386.6789904","12121900.8936815","12453397.5787678","12547409.5315185","12547655.7515496","12716114.3518972","13139796.5515934","13095741.5406648","13180106.8130945","13371504.3005139","13605023.7878718","13604230.0038911","13637851.9003698","13711703.2099811","13538221.7764371","12794236.4305988","13235335.7690082","13014536.2059852","12896795.7935608","12899282.3983217","","","",
"Hong Kong SAR, China","HKG","CO2 emissions (kt)","EN.ATM.CO2E.KT","2955.602","3373.64","3685.335","4250.053","4224.384","4807.437","5166.803","6057.884","6204.564","7759.372","8401.097","9160.166","9284.844","9295.845","10678.304","11019.335","12508.137","14231.627","15753.432","15885.444","16662.848","18690.699","19702.791","21015.577","22346.698","23014.092","25698.336","28272.57","29482.68","30348.092","27333.818","28639.27","33094.675","34964.845","31283.177","31470.194","29123.314","30703.791","39101.221","42716.883","40439.676","37957.117","39636.603","43358.608","41708.458","43871.988","42056.823","43721.641","43978.331","42152.165","40758.705","43794.981","43446.616","44994.09","","","",
"Honduras","HND","CO2 emissions (kt)","EN.ATM.CO2E.KT","616.056","737.067","700.397","711.398","722.399","751.735","806.74","876.413","1224.778","1177.107","1389.793","1331.121","1536.473","1510.804","1558.475","1668.485","1778.495","2002.182","2049.853","1932.509","2057.187","1822.499","1763.827","2002.182","1987.514","1906.84","1848.168","2174.531","2504.561","2728.248","2592.569","2698.912","3076.613","2849.259","3336.97","3879.686","3960.36","4158.378","4649.756","4741.431","5031.124","5713.186","6090.887","6769.282","7367.003","7554.02","7007.637","8778.798","8672.455","7873.049","7975.725","8954.814","8984.15","9064.824","","","",
